4.962713078408942935e-01,-3.427534863806014354e-01
-1.662995620046751888e-01,9.223420890505850123e-01
7.189560086546114004e-01,6.652903847100557488e-01
-3.378400373330379680e-01,9.120743145891543335e-01
1.037684664954524050e-01,1.169458842524695730e-01
7.028040767733489957e-01,6.677197594408131875e-01
-6.149035004650739156e-01,8.816842276816796442e-01
6.678348954404074167e-01,-4.568147082252003166e-01
8.034391938149041401e-01,7.684185665379337227e-01
4.345194272196080121e-01,8.335482633346259496e-01
-4.515258993917137254e-01,8.676878924374397117e-01
5.731788844894522006e-01,-4.134333302370757357e-01
1.566416992247946283e+00,-4.401860610431124199e-01
1.396257689276455549e+00,-3.536352928663932804e-01
1.011969176953791960e+00,-5.629643758711151413e-01
1.071866135759131033e+00,-3.392873254339077299e-02
-6.770488840413126097e-02,9.859365518594173095e-01
1.739636395555912873e+00,-1.730388326099482899e-01
2.144414756339105554e-01,-1.287901188598021829e-01
9.842919679987816028e-01,-4.695129146818852739e-01
1.998866985235498550e+00,3.494414026745419344e-01
1.132009496319965169e+00,-5.486055726615485240e-01
8.251082234038394081e-02,9.895959415169108819e-01
7.136861560542389071e-01,-4.998985265640173425e-01
-1.036179693776585031e+00,3.890927837857002802e-01
4.750822686107732395e-01,-3.699901805985827963e-01
1.858006098698727904e-01,9.526375938546323141e-01
1.197308577461825285e-01,2.240608577045775582e-02
1.993655073354701601e+00,4.454780996647180191e-01
6.374458240093169303e-01,7.479006600722095666e-01
1.068196213080717660e+00,-4.822781009849527178e-01
-1.484735337542835154e-01,1.050312758486696696e+00
3.868067745656414425e-01,9.806573712435203705e-01
-1.786714096625598158e-01,9.404504546230677553e-01
1.282258420053596693e+00,-3.963426825831413147e-01
-9.803262779266527227e-01,1.008629974054147671e-01
1.987377314538672168e+00,4.644765881749434167e-01
1.267475754799655963e-01,-1.123731021335825364e-01
4.443937941305561856e-01,-2.917826267619446634e-01
6.150131116690538136e-01,7.244952804565599758e-01
-9.078555350076970010e-01,5.152063977444525378e-01
6.889541651248485589e-03,9.714891174938041774e-01
1.815500768305648993e+00,5.441866808774863118e-03
1.973811224746795601e+00,3.168838968787341948e-01
8.881388398197846978e-01,-5.578670832643255473e-01
1.316943136187348484e-02,1.014930279583884598e+00
1.958637427213240745e+00,1.544457506648046485e-01
4.662689277363373797e-01,8.791438380980666212e-01
4.239768202422194987e-01,9.885722152868570145e-01
6.699837653986200348e-01,7.893327313665448042e-01
5.499555356357139768e-01,8.267602982130124456e-01
6.528810423610280633e-01,6.789385712326126976e-01
1.676201335563191619e-01,1.240248814168181946e-01
2.021983078799342248e+00,2.893670223368537409e-01
2.036311810975975245e+00,3.921227842481779247e-01
-7.053041161323065911e-01,8.022094427043888754e-01
7.217212398890592295e-01,-4.468471313607297324e-01
-1.057252237412400264e+00,2.888713420969982737e-01
5.387381852115891157e-01,7.079881516518049533e-01
-7.304533362249552297e-01,6.412551876249635852e-01
-8.505840262108028960e-02,1.040616915159481071e+00
4.465167986722201054e-01,8.175754733119542372e-01
8.953666208370408830e-01,4.142744782450017427e-01
2.990423029489105433e-01,-1.218819190879999181e-01
3.408145144284226991e-01,-2.688857822119878893e-01
6.403434481098166930e-01,-4.251067236075374289e-01
-1.048205545052225407e-01,8.747445482306612785e-01
1.025807546796609904e+00,3.087138386352900055e-02
1.500083370509929237e+00,-3.883795934377519687e-01
1.058556583403207574e+00,-4.868714607852606124e-01
1.531426361119956336e-01,1.439059625916818685e-01
6.988316998630098587e-01,7.327498348558951768e-01
3.378569999973606297e-01,1.001805562291911311e+00
5.823758161966359204e-01,7.797311005955651630e-01
5.166306426481164227e-01,9.082420539185024344e-01
-1.216073058217325732e-02,5.497168147922443238e-01
3.774152825502551378e-01,-2.093771582482344962e-01
3.983074134369909980e-01,8.760797728690155051e-01
7.960871940651766121e-02,4.070168386795054438e-01
9.321458149531649529e-01,2.531144185170921546e-01
3.903042202952962114e-01,-2.090816605981235532e-01
-5.489186534479607582e-01,7.753694893174409852e-01
6.017612182540512666e-01,-4.723096658015477067e-01
3.301642470107684635e-01,-2.148212343336467767e-01
1.870197580468558218e+00,7.326590611334438119e-02
2.398976154103341640e-01,-5.102834737054270930e-02
-1.735357121386860157e-01,1.009318472820009305e+00
5.961364875944779040e-01,-4.003193793787016008e-01
5.735212624385015445e-01,-3.526052584577495930e-01
2.056515666236455431e+00,1.694101452496648563e-01
6.082826266009445648e-01,7.683493956501686872e-01
9.094153244443750617e-03,9.438349048333349867e-01
9.407221350051636621e-01,2.806454912722891049e-01
4.609750564772212567e-01,-3.962930617485515561e-01
1.592816402716456414e+00,-4.252936317269758737e-01
1.495644161273860018e+00,-3.811993280545249441e-01
1.721367353308575376e+00,-1.314033767148354015e-01
1.575977226447236035e+00,-2.869598499475752851e-01
2.008770028926143078e-02,5.699592244618238990e-01
8.115506533150737001e-01,5.767021026366275782e-01
5.555014709557520164e-02,2.725234915469244568e-01
1.819474547539547293e+00,-5.458154181206448241e-02
1.103557817158230758e+00,-4.534369649791559764e-01
4.093915156117477472e-01,1.025251557935500379e+00
7.373687378913337254e-01,7.519751722619925083e-01
8.720738022114402632e-01,5.049636414302246523e-01
7.858287268689476690e-01,-4.667713442752872144e-01
9.623919619543969128e-01,-5.641148317412312263e-01
-1.102095639836229990e-01,9.539379232241580464e-01
-7.026842513297071324e-02,9.976144620445048794e-01
1.378774014572521578e+00,-4.585792157718340811e-01
1.738328021124200484e+00,-3.885951622379798520e-01
6.391435752084949629e-01,-4.965148259225339311e-01
7.878596260202479218e-02,-1.828582243949827824e-06
4.008694371426064357e-02,9.026835202533733948e-02
1.576895561938808976e+00,-2.877966892173019486e-01
-2.009118344181299309e-01,1.063325923417587138e+00
9.983871408357569699e-01,1.445062045119850647e-01
3.235119292583577555e-01,-1.228342110434145762e-01
2.649257945185552465e-01,1.015290278626839404e+00
1.002612455375368056e-01,-6.560249044235196003e-02
1.658930395809853575e+00,-3.175798687106985430e-01
1.947505177264536202e+00,1.317510447992958356e-01
9.838622945424374544e-01,-4.844285602860505802e-01
1.573447562129219046e-01,-1.776486193385533319e-02
8.914211182459719218e-01,-5.643481188452103003e-01
1.660918168220015811e+00,-3.577182498374384401e-01
-8.002436221771185298e-01,6.552242006149746611e-01
-8.873943114946153399e-01,5.724260574472590513e-01
1.926755196386630287e-01,-2.085850521505674682e-01
4.368207108729745825e-01,-3.735815029340782134e-01
